E-COMMERCE ANALYTICS REPORT
SQL FILE: advanced_queries.sql
================================================================================

REPORT 1
--------------------------------------------------------------------------------
region_code | order_date | daily_revenue | running_total
CUST0226 | 124301.63 | 178019059.63 | 96.8
CUST0008 | 121025.32 | 178140084.95 | 96.86
CUST0523 | 119920.18 | 178260005.13 | 96.93
CUST0016 | 116505.09 | 178376510.21 | 96.99
CUST0170 | 116307.18 | 178492817.39 | 97.06
CUST0273 | 113983.47 | 178606800.87 | 97.12
CUST0137 | 112064.09 | 178718864.96 | 97.18
CUST0085 | 110909.7 | 178829774.66 | 97.24
CUST0395 | 110585.94 | 178940360.61 | 97.3
CUST0012 | 108922.88 | 179049283.49 | 97.36
CUST0567 | 108631.15 | 179157914.63 | 97.42
CUST0202 | 107295.21 | 179265209.84 | 97.48
CUST0577 | 107207.72 | 179372417.56 | 97.53
CUST0489 | 105501.51 | 179477919.07 | 97.59
CUST0178 | 105365.08 | 179583284.15 | 97.65
CUST0155 | 104855.08 | 179688139.23 | 97.71
CUST0553 | 102932.77 | 179791072.0 | 97.76
CUST0557 | 102071.19 | 179893143.19 | 97.82
CUST0299 | 100918.98 | 179994062.18 | 97.87
CUST0006 | 99828.01 | 180093890.18 | 97.93
CUST0563 | 99695.44 | 180193585.62 | 97.98
CUST0367 | 98960.47 | 180292546.09 | 98.03
CUST0503 | 98550.24 | 180391096.33 | 98.09
CUST0465 | 98104.18 | 180489200.51 | 98.14
CUST0265 | 98018.93 | 180587219.44 | 98.19
CUST0319 | 91286.97 | 180678506.41 | 98.24
CUST0569 | 90543.33 | 180769049.74 | 98.29
CUST0379 | 90492.37 | 180859542.11 | 98.34
CUST0087 | 85935.21 | 180945477.32 | 98.39
CUST0467 | 83585.39 | 181029062.71 | 98.43
CUST0355 | 83054.52 | 181112117.23 | 98.48
CUST0454 | 82712.78 | 181194830.01 | 98.53
CUST0427 | 82026.28 | 181276856.29 | 98.57
CUST0525 | 79465.1 | 181356321.38 | 98.61
CUST0444 | 78672.99 | 181434994.38 | 98.66
CUST0306 | 77966.39 | 181512960.77 | 98.7
CUST0417 | 77450.21 | 181590410.98 | 98.74
CUST0531 | 77069.07 | 181667480.05 | 98.78
CUST0176 | 76921.95 | 181744402.0 | 98.82
CUST0480 | 75920.67 | 181820322.67 | 98.87
CUST0256 | 75234.27 | 181895556.95 | 98.91
CUST0248 | 74681.75 | 181970238.7 | 98.95
CUST0057 | 72866.53 | 182043105.23 | 98.99
CUST0104 | 72326.25 | 182115431.48 | 99.03
CUST0510 | 71583.26 | 182187014.74 | 99.06
CUST0161 | 69888.88 | 182256903.61 | 99.1
CUST0163 | 69621.53 | 182326525.14 | 99.14
CUST0247 | 69267.25 | 182395792.39 | 99.18
CUST0448 | 67995.66 | 182463788.05 | 99.22
CUST0588 | 67895.64 | 182531683.69 | 99.25
CUST0431 | 62528.03 | 182594211.71 | 99.29
CUST0446 | 61948.7 | 182656160.42 | 99.32
CUST0221 | 61397.49 | 182717557.91 | 99.35
CUST0409 | 60040.88 | 182777598.79 | 99.39
CUST0184 | 59080.97 | 182836679.75 | 99.42
CUST0584 | 55883.18 | 182892562.94 | 99.45
CUST0286 | 54991.26 | 182947554.19 | 99.48
CUST0199 | 54216.41 | 183001770.6 | 99.51
CUST0294 | 51471.92 | 183053242.52 | 99.54
CUST0470 | 50757.01 | 183103999.52 | 99.56
CUST0473 | 49640.87 | 183153640.39 | 99.59
CUST0259 | 49016.07 | 183202656.46 | 99.62
CUST0023 | 48868.48 | 183251524.95 | 99.64
CUST0274 | 47763.72 | 183299288.67 | 99.67
CUST0049 | 46964.61 | 183346253.28 | 99.69
CUST0142 | 42415.2 | 183388668.48 | 99.72
CUST0362 | 41424.39 | 183430092.87 | 99.74
CUST0576 | 40638.68 | 183470731.55 | 99.76
CUST0508 | 40229.03 | 183510960.59 | 99.78
CUST0545 | 39243.57 | 183550204.15 | 99.81
CUST0589 | 37464.52 | 183587668.68 | 99.83
CUST0213 | 36029.76 | 183623698.43 | 99.85
CUST0238 | 35964.71 | 183659663.15 | 99.87
CUST0521 | 35132.33 | 183694795.47 | 99.88
CUST0420 | 34338.62 | 183729134.09 | 99.9
CUST0380 | 32941.05 | 183762075.14 | 99.92
CUST0318 | 32659.95 | 183794735.08 | 99.94
CUST0562 | 32553.97 | 183827289.06 | 99.96
CUST0374 | 29330.7 | 183856619.76 | 99.97
CUST0062 | 25276.51 | 183881896.27 | 99.99
CUST0206 | 24858.99 | 183906755.26 | 100.0
CUST0083 | 23618.53 | 183930373.8 | 100.01
CUST0215 | 23275.61 | 183953649.41 | 100.03
CUST0364 | 23274.95 | 183976924.36 | 100.04
CUST0061 | 22789.89 | 183999714.25 | 100.05
CUST0378 | 22617.94 | 184022332.19 | 100.06
CUST0026 | 20082.47 | 184042414.66 | 100.07
CUST0506 | 19767.41 | 184062182.07 | 100.08
CUST0220 | 18842.53 | 184081024.6 | 100.09
CUST0219 | 18775.53 | 184099800.12 | 100.1
CUST0179 | 17786.65 | 184117586.78 | 100.11
CUST0326 | 17252.68 | 184134839.45 | 100.12
CUST0224 | 15246.17 | 184150085.63 | 100.13
CUST0344 | 13474.11 | 184163559.74 | 100.14
CUST0022 | 12736.79 | 184176296.53 | 100.15
CUST0578 | 3040.45 | 184179336.98 | 100.15
CUST0415 | 2445.06 | 184181782.04 | 100.15
CUST0244 | 722.04 | 184182504.08 | 100.15
CUST0003 | 0.0 | 184182504.08 | 100.15
CUST0007 | 0.0 | 184182504.08 | 100.15
CUST0015 | 0.0 | 184182504.08 | 100.15
CUST0019 | 0.0 | 184182504.08 | 100.15
CUST0029 | 0.0 | 184182504.08 | 100.15
CUST0032 | 0.0 | 184182504.08 | 100.15
CUST0034 | 0.0 | 184182504.08 | 100.15
CUST0038 | 0.0 | 184182504.08 | 100.15
CUST0045 | 0.0 | 184182504.08 | 100.15
CUST0048 | 0.0 | 184182504.08 | 100.15
CUST0052 | 0.0 | 184182504.08 | 100.15
CUST0053 | 0.0 | 184182504.08 | 100.15
CUST0069 | 0.0 | 184182504.08 | 100.15
CUST0071 | 0.0 | 184182504.08 | 100.15
CUST0074 | 0.0 | 184182504.08 | 100.15
CUST0089 | 0.0 | 184182504.08 | 100.15
CUST0094 | 0.0 | 184182504.08 | 100.15
CUST0103 | 0.0 | 184182504.08 | 100.15
CUST0105 | 0.0 | 184182504.08 | 100.15
CUST0108 | 0.0 | 184182504.08 | 100.15
CUST0131 | 0.0 | 184182504.08 | 100.15
CUST0132 | 0.0 | 184182504.08 | 100.15
CUST0135 | 0.0 | 184182504.08 | 100.15
CUST0138 | 0.0 | 184182504.08 | 100.15
CUST0141 | 0.0 | 184182504.08 | 100.15
CUST0144 | 0.0 | 184182504.08 | 100.15
CUST0156 | 0.0 | 184182504.08 | 100.15
CUST0157 | 0.0 | 184182504.08 | 100.15
CUST0164 | 0.0 | 184182504.08 | 100.15
CUST0168 | 0.0 | 184182504.08 | 100.15
CUST0173 | 0.0 | 184182504.08 | 100.15
CUST0177 | 0.0 | 184182504.08 | 100.15
CUST0183 | 0.0 | 184182504.08 | 100.15
CUST0186 | 0.0 | 184182504.08 | 100.15
CUST0187 | 0.0 | 184182504.08 | 100.15
CUST0198 | 0.0 | 184182504.08 | 100.15
CUST0203 | 0.0 | 184182504.08 | 100.15
CUST0218 | 0.0 | 184182504.08 | 100.15
CUST0222 | 0.0 | 184182504.08 | 100.15
CUST0223 | 0.0 | 184182504.08 | 100.15
CUST0229 | 0.0 | 184182504.08 | 100.15
CUST0233 | 0.0 | 184182504.08 | 100.15
CUST0235 | 0.0 | 184182504.08 | 100.15
CUST0236 | 0.0 | 184182504.08 | 100.15
CUST0239 | 0.0 | 184182504.08 | 100.15
CUST0241 | 0.0 | 184182504.08 | 100.15
CUST0242 | 0.0 | 184182504.08 | 100.15
CUST0258 | 0.0 | 184182504.08 | 100.15
CUST0261 | 0.0 | 184182504.08 | 100.15
CUST0264 | 0.0 | 184182504.08 | 100.15
CUST0269 | 0.0 | 184182504.08 | 100.15
CUST0275 | 0.0 | 184182504.08 | 100.15
CUST0280 | 0.0 | 184182504.08 | 100.15
CUST0288 | 0.0 | 184182504.08 | 100.15
CUST0303 | 0.0 | 184182504.08 | 100.15
CUST0310 | 0.0 | 184182504.08 | 100.15
CUST0315 | 0.0 | 184182504.08 | 100.15
CUST0328 | 0.0 | 184182504.08 | 100.15
CUST0338 | 0.0 | 184182504.08 | 100.15
CUST0343 | 0.0 | 184182504.08 | 100.15
CUST0347 | 0.0 | 184182504.08 | 100.15
CUST0353 | 0.0 | 184182504.08 | 100.15
CUST0358 | 0.0 | 184182504.08 | 100.15
CUST0365 | 0.0 | 184182504.08 | 100.15
CUST0368 | 0.0 | 184182504.08 | 100.15
CUST0369 | 0.0 | 184182504.08 | 100.15
CUST0370 | 0.0 | 184182504.08 | 100.15
CUST0372 | 0.0 | 184182504.08 | 100.15
CUST0375 | 0.0 | 184182504.08 | 100.15
CUST0376 | 0.0 | 184182504.08 | 100.15
CUST0388 | 0.0 | 184182504.08 | 100.15
CUST0390 | 0.0 | 184182504.08 | 100.15
CUST0396 | 0.0 | 184182504.08 | 100.15
CUST0397 | 0.0 | 184182504.08 | 100.15
CUST0400 | 0.0 | 184182504.08 | 100.15
CUST0407 | 0.0 | 184182504.08 | 100.15
CUST0416 | 0.0 | 184182504.08 | 100.15
CUST0419 | 0.0 | 184182504.08 | 100.15
CUST0429 | 0.0 | 184182504.08 | 100.15
CUST0440 | 0.0 | 184182504.08 | 100.15
CUST0449 | 0.0 | 184182504.08 | 100.15
CUST0450 | 0.0 | 184182504.08 | 100.15
CUST0452 | 0.0 | 184182504.08 | 100.15
CUST0459 | 0.0 | 184182504.08 | 100.15
CUST0462 | 0.0 | 184182504.08 | 100.15
CUST0478 | 0.0 | 184182504.08 | 100.15
CUST0479 | 0.0 | 184182504.08 | 100.15
CUST0484 | 0.0 | 184182504.08 | 100.15
CUST0490 | 0.0 | 184182504.08 | 100.15
CUST0497 | 0.0 | 184182504.08 | 100.15
CUST0498 | 0.0 | 184182504.08 | 100.15
CUST0511 | 0.0 | 184182504.08 | 100.15
CUST0517 | 0.0 | 184182504.08 | 100.15
CUST0518 | 0.0 | 184182504.08 | 100.15
CUST0527 | 0.0 | 184182504.08 | 100.15
CUST0542 | 0.0 | 184182504.08 | 100.15
CUST0550 | 0.0 | 184182504.08 | 100.15
CUST0558 | 0.0 | 184182504.08 | 100.15
CUST0559 | 0.0 | 184182504.08 | 100.15
CUST0570 | 0.0 | 184182504.08 | 100.15
CUST0572 | 0.0 | 184182504.08 | 100.15
CUST0580 | 0.0 | 184182504.08 | 100.15
CUST0586 | 0.0 | 184182504.08 | 100.15
CUST0597 | 0.0 | 184182504.08 | 100.15
CUST0050 | -2175.98 | 184180328.1 | 100.15
CUST0263 | -9773.35 | 184170554.74 | 100.14
CUST0349 | -32010.96 | 184138543.79 | 100.13
CUST0139 | -91230.33 | 184047313.45 | 100.08
CUST0217 | -140028.76 | 183907284.7 | 100.0

Rows returned: 600

REPORT 9
--------------------------------------------------------------------------------
customer_id | order_id | order_date | next_order_date | days_until_next_order
--------------------------------------------------------------------------------
CUST0001 | ORD00133 | 2024-08-15 | 2025-01-20 | 158
CUST0001 | ORD00700 | 2025-01-20 | None | None
CUST0002 | ORD00671 | 2025-04-27 | 2025-06-23 | 57
CUST0002 | ORD00774 | 2025-06-23 | 2026-07-19 | 391
CUST0002 | ORD01200 | 2026-07-19 | None | None
CUST0004 | ORD00940 | 2024-05-26 | 2024-12-12 | 200
CUST0004 | ORD00538 | 2024-12-12 | 2025-01-28 | 47
CUST0004 | ORD00079 | 2025-01-28 | 2025-08-20 | 204
CUST0004 | ORD00183 | 2025-08-20 | 2025-11-30 | 102
CUST0004 | ORD00858 | 2025-11-30 | None | None
CUST0005 | ORD00873 | 2025-10-05 | None | None
CUST0006 | ORD01129 | 2025-02-20 | 2025-09-05 | 197
CUST0006 | ORD00412 | 2025-09-05 | 2025-10-10 | 35
CUST0006 | ORD00224 | 2025-10-10 | 2026-02-05 | 118
CUST0006 | ORD00080 | 2026-02-05 | None | None
CUST0008 | ORD00582 | 2024-08-09 | None | None
CUST0009 | ORD01093 | 2025-01-17 | 2026-02-14 | 393
CUST0009 | ORD00956 | 2026-02-14 | None | None
CUST0010 | ORD00787 | 2024-06-14 | 2026-02-15 | 611
CUST0010 | ORD00569 | 2026-02-15 | None | None
CUST0011 | ORD00169 | 2024-01-14 | 2025-12-05 | 691
CUST0011 | ORD00526 | 2025-12-05 | None | None
CUST0012 | ORD00814 | 2025-09-07 | None | None
CUST0013 | ORD01043 | 2024-07-12 | 2025-08-27 | 411
CUST0013 | ORD00606 | 2025-08-27 | 2026-07-13 | 320
CUST0013 | ORD00528 | 2026-07-13 | None | None
CUST0014 | ORD00925 | 2024-12-01 | 2025-02-28 | 89
CUST0014 | ORD01158 | 2025-02-28 | 2026-05-07 | 433
CUST0014 | ORD00757 | 2026-05-07 | None | None
CUST0016 | ORD01022 | 2025-01-23 | None | None
CUST0017 | ORD00415 | 2024-10-19 | 2026-01-26 | 464
CUST0017 | ORD00202 | 2026-01-26 | 2026-03-15 | 48
CUST0017 | ORD00017 | 2026-03-15 | 2026-04-14 | 30
CUST0017 | ORD00777 | 2026-04-14 | None | None
CUST0018 | ORD01164 | 2025-05-31 | 2026-01-14 | 228
CUST0018 | ORD00286 | 2026-01-14 | 2026-05-31 | 137
CUST0018 | ORD00945 | 2026-05-31 | None | None
CUST0020 | ORD00101 | 2024-11-19 | 2025-03-30 | 131
CUST0020 | ORD00043 | 2025-03-30 | 2026-01-02 | 278
CUST0020 | ORD00193 | 2026-01-02 | 2026-02-12 | 41
CUST0020 | ORD00180 | 2026-02-12 | None | None
CUST0021 | ORD01171 | 2024-09-20 | 2025-09-03 | 348
CUST0021 | ORD00694 | 2025-09-03 | None | None
CUST0022 | ORD01032 | 2026-02-14 | None | None
CUST0023 | ORD00887 | 2025-10-04 | None | None
CUST0024 | ORD01119 | 2025-04-14 | 2025-10-18 | 187
CUST0024 | ORD00849 | 2025-10-18 | 2026-05-31 | 225
CUST0024 | ORD00571 | 2026-05-31 | None | None
CUST0025 | ORD01002 | 2024-05-29 | 2025-12-07 | 557
CUST0025 | ORD00229 | 2025-12-07 | 2026-03-31 | 114
CUST0025 | ORD00481 | 2026-03-31 | 2026-07-09 | 100
CUST0025 | ORD00519 | 2026-07-09 | None | None
CUST0026 | ORD00254 | 2025-09-20 | None | None
CUST0027 | ORD01056 | 2024-06-14 | 2025-06-06 | 357
CUST0027 | ORD01036 | 2025-06-06 | 2025-07-28 | 52
CUST0027 | ORD01086 | 2025-07-28 | None | None
CUST0028 | ORD00155 | 2025-03-21 | 2025-10-15 | 208
CUST0028 | ORD00970 | 2025-10-15 | None | None
CUST0029 | ORD01037 | 2025-06-13 | None | None
CUST0030 | ORD00293 | 2024-05-21 | 2025-09-25 | 492
CUST0030 | ORD00488 | 2025-09-25 | 2026-01-23 | 120
CUST0030 | ORD00212 | 2026-01-23 | None | None
CUST0031 | ORD00902 | 2024-06-27 | 2026-04-12 | 654
CUST0031 | ORD00892 | 2026-04-12 | None | None
CUST0033 | ORD00890 | 2024-07-01 | 2026-06-02 | 701
CUST0033 | ORD00218 | 2026-06-02 | None | None
CUST0034 | ORD01058 | 2024-08-21 | None | None
CUST0035 | ORD01182 | 2025-05-15 | None | None
CUST0036 | ORD00675 | 2026-07-19 | None | None
CUST0037 | ORD00086 | 2024-05-24 | 2025-06-21 | 393
CUST0037 | ORD01014 | 2025-06-21 | 2026-07-17 | 391
CUST0037 | ORD00153 | 2026-07-17 | None | None
CUST0039 | ORD00615 | 2025-01-04 | 2025-03-26 | 81
CUST0039 | ORD00828 | 2025-03-26 | None | None
CUST0040 | ORD00632 | 2024-07-12 | 2025-07-28 | 381
CUST0040 | ORD01161 | 2025-07-28 | None | None
CUST0041 | ORD00584 | 2024-05-21 | 2025-06-08 | 383
CUST0041 | ORD00912 | 2025-06-08 | 2026-04-18 | 314
CUST0041 | ORD01085 | 2026-04-18 | None | None
CUST0042 | ORD00008 | 2024-04-19 | 2024-05-07 | 18
CUST0042 | ORD00301 | 2024-05-07 | None | None
CUST0043 | ORD00650 | 2024-05-30 | 2025-08-13 | 440
CUST0043 | ORD00065 | 2025-08-13 | 2026-02-27 | 198
CUST0043 | ORD00437 | 2026-02-27 | 2026-06-19 | 112
CUST0043 | ORD00954 | 2026-06-19 | None | None
CUST0044 | ORD00727 | 2025-11-27 | 2026-01-24 | 58
CUST0044 | ORD00343 | 2026-01-24 | None | None
CUST0046 | ORD00790 | 2024-06-08 | 2025-01-03 | 209
CUST0046 | ORD00703 | 2025-01-03 | 2025-10-07 | 277
CUST0046 | ORD00603 | 2025-10-07 | 2026-07-21 | 287
CUST0046 | ORD01051 | 2026-07-21 | None | None
CUST0047 | ORD00378 | 2024-01-09 | 2025-04-24 | 471
CUST0047 | ORD01107 | 2025-04-24 | 2026-02-02 | 284
CUST0047 | ORD00480 | 2026-02-02 | 2026-03-08 | 34
CUST0047 | ORD00406 | 2026-03-08 | None | None
CUST0049 | ORD00249 | 2024-08-18 | None | None
CUST0050 | ORD00396 | 2025-03-15 | None | None
CUST0051 | ORD01048 | 2024-12-27 | 2026-03-16 | 444
CUST0051 | ORD01110 | 2026-03-16 | None | None
CUST0053 | ORD00753 | 2025-04-17 | None | None
CUST0054 | ORD01149 | 2024-07-31 | 2025-02-07 | 191
CUST0054 | ORD00918 | 2025-02-07 | 2025-05-16 | 98
CUST0054 | ORD00513 | 2025-05-16 | None | None
CUST0055 | ORD00937 | 2024-02-25 | 2024-11-14 | 263
CUST0055 | ORD00976 | 2024-11-14 | 2025-02-27 | 105
CUST0055 | ORD00278 | 2025-02-27 | 2025-09-01 | 186
CUST0055 | ORD00972 | 2025-09-01 | 2026-06-04 | 276
CUST0055 | ORD00477 | 2026-06-04 | None | None
CUST0056 | ORD00118 | 2024-05-13 | 2025-06-22 | 405
CUST0056 | ORD01028 | 2025-06-22 | None | None
CUST0057 | ORD00980 | 2024-07-08 | None | None
CUST0058 | ORD00323 | 2025-01-14 | 2025-06-03 | 140
CUST0058 | ORD00024 | 2025-06-03 | 2025-07-14 | 41
CUST0058 | ORD00262 | 2025-07-14 | 2026-03-20 | 249
CUST0058 | ORD00100 | 2026-03-20 | None | None
CUST0059 | ORD00776 | 2024-01-17 | 2024-06-18 | 153
CUST0059 | ORD01038 | 2024-06-18 | 2025-01-15 | 211
CUST0059 | ORD00841 | 2025-01-15 | 2025-07-07 | 173
CUST0059 | ORD00653 | 2025-07-07 | None | None
CUST0060 | ORD00277 | 2024-08-15 | None | None
CUST0061 | ORD01012 | 2024-08-04 | None | None
CUST0062 | ORD00614 | 2024-08-01 | None | None
CUST0063 | ORD00132 | 2024-05-20 | None | None
CUST0064 | ORD01013 | 2025-01-01 | 2025-02-04 | 34
CUST0064 | ORD00048 | 2025-02-04 | 2025-05-03 | 88
CUST0064 | ORD01163 | 2025-05-03 | 2025-07-15 | 73
CUST0064 | ORD00848 | 2025-07-15 | 2025-10-22 | 99
CUST0064 | ORD00460 | 2025-10-22 | None | None
CUST0065 | ORD00245 | 2024-02-04 | None | None
CUST0066 | ORD00900 | 2025-11-29 | None | None
CUST0067 | ORD00523 | 2024-07-17 | 2026-07-02 | 715
CUST0067 | ORD00510 | 2026-07-02 | None | None
CUST0068 | ORD00324 | 2025-04-18 | None | None
CUST0070 | ORD00470 | 2024-03-10 | 2026-01-20 | 681
CUST0070 | ORD00764 | 2026-01-20 | 2026-02-12 | 23
CUST0070 | ORD00311 | 2026-02-12 | None | None
CUST0072 | ORD00303 | 2026-01-08 | None | None
CUST0073 | ORD00707 | 2025-02-22 | 2025-04-14 | 51
CUST0073 | ORD00126 | 2025-04-14 | None | None
CUST0075 | ORD00903 | 2024-11-30 | 2025-11-16 | 351
CUST0075 | ORD00998 | 2025-11-16 | None | None
CUST0076 | ORD01091 | 2025-05-04 | 2025-07-09 | 66
CUST0076 | ORD00540 | 2025-07-09 | None | None
CUST0077 | ORD00833 | 2024-08-24 | 2025-02-13 | 173
CUST0077 | ORD00919 | 2025-02-13 | None | None
CUST0078 | ORD00174 | 2025-12-05 | 2026-04-12 | 128
CUST0078 | ORD00329 | 2026-04-12 | None | None
CUST0079 | ORD00242 | 2024-06-18 | 2025-01-07 | 203
CUST0079 | ORD00722 | 2025-01-07 | None | None
CUST0080 | ORD00818 | 2025-12-28 | 2026-04-17 | 110
CUST0080 | ORD00150 | 2026-04-17 | 2026-06-10 | 54
CUST0080 | ORD00129 | 2026-06-10 | None | None
CUST0081 | ORD01029 | 2024-11-12 | 2025-10-24 | 346
CUST0081 | ORD00622 | 2025-10-24 | 2026-03-24 | 151
CUST0081 | ORD00149 | 2026-03-24 | 2026-06-07 | 75
CUST0081 | ORD00881 | 2026-06-07 | 2026-07-27 | 50
CUST0081 | ORD00411 | 2026-07-27 | None | None
CUST0082 | ORD00148 | 2024-08-08 | 2025-12-28 | 507
CUST0082 | ORD00006 | 2025-12-28 | None | None
CUST0083 | ORD00638 | 2026-03-16 | 2026-05-06 | 51
CUST0083 | ORD01015 | 2026-05-06 | None | None
CUST0084 | ORD01131 | 2024-06-12 | 2026-01-01 | 568
CUST0084 | ORD00551 | 2026-01-01 | None | None
CUST0085 | ORD00560 | 2025-04-02 | None | None
CUST0086 | ORD01125 | 2024-05-28 | 2024-08-07 | 71
CUST0086 | ORD01126 | 2024-08-07 | 2025-01-29 | 175
CUST0086 | ORD00706 | 2025-01-29 | 2025-02-19 | 21
CUST0086 | ORD00786 | 2025-02-19 | None | None
CUST0087 | ORD01033 | 2024-04-02 | None | None
CUST0088 | ORD00567 | 2025-05-01 | 2025-09-11 | 133
CUST0088 | ORD00030 | 2025-09-11 | 2026-06-04 | 266
CUST0088 | ORD00823 | 2026-06-04 | None | None
CUST0090 | ORD00084 | 2024-03-17 | 2024-12-01 | 259
CUST0090 | ORD00264 | 2024-12-01 | 2025-04-13 | 133
CUST0090 | ORD00661 | 2025-04-13 | 2025-04-19 | 6
CUST0090 | ORD00721 | 2025-04-19 | 2026-03-06 | 321
CUST0090 | ORD00261 | 2026-03-06 | None | None
CUST0091 | ORD00268 | 2024-01-11 | 2024-09-14 | 247
CUST0091 | ORD00475 | 2024-09-14 | 2024-10-23 | 39
CUST0091 | ORD00917 | 2024-10-23 | None | None
CUST0092 | ORD00663 | 2024-06-12 | 2024-10-28 | 138
CUST0092 | ORD00951 | 2024-10-28 | 2025-09-06 | 313
CUST0092 | ORD00496 | 2025-09-06 | None | None
CUST0093 | ORD00073 | 2025-01-23 | 2025-06-01 | 129
CUST0093 | ORD01109 | 2025-06-01 | 2025-07-21 | 50
CUST0093 | ORD00185 | 2025-07-21 | 2025-09-08 | 49
CUST0093 | ORD00345 | 2025-09-08 | None | None
CUST0095 | ORD01021 | 2026-07-03 | None | None
CUST0096 | ORD00829 | 2024-12-25 | None | None
CUST0097 | ORD00692 | 2026-07-10 | None | None
CUST0098 | ORD00587 | 2025-09-03 | 2026-05-15 | 254
CUST0098 | ORD00376 | 2026-05-15 | 2026-07-13 | 59
CUST0098 | ORD00023 | 2026-07-13 | 2026-07-20 | 7
CUST0098 | ORD00609 | 2026-07-20 | None | None
CUST0099 | ORD00686 | 2025-07-06 | 2025-07-24 | 18
CUST0099 | ORD00400 | 2025-07-24 | 2025-08-25 | 32
CUST0099 | ORD01196 | 2025-08-25 | None | None
CUST0100 | ORD00009 | 2024-06-06 | 2024-12-26 | 203
CUST0100 | ORD01078 | 2024-12-26 | 2025-05-29 | 154
CUST0100 | ORD00826 | 2025-05-29 | 2025-12-09 | 194
CUST0100 | ORD00195 | 2025-12-09 | None | None
CUST0101 | ORD00934 | 2024-03-17 | 2025-02-09 | 329
CUST0101 | ORD00964 | 2025-02-09 | 2025-08-08 | 180
CUST0101 | ORD00712 | 2025-08-08 | 2026-03-12 | 216
CUST0101 | ORD00109 | 2026-03-12 | None | None
CUST0102 | ORD00715 | 2024-03-15 | 2024-05-16 | 62
CUST0102 | ORD00866 | 2024-05-16 | 2024-08-27 | 103
CUST0102 | ORD00439 | 2024-08-27 | 2024-11-28 | 93
CUST0102 | ORD00297 | 2024-11-28 | None | None
CUST0104 | ORD00489 | 2025-01-17 | 2025-10-31 | 287
CUST0104 | ORD00735 | 2025-10-31 | None | None
CUST0106 | ORD00179 | 2024-02-24 | 2025-08-29 | 552
CUST0106 | ORD00599 | 2025-08-29 | 2025-09-22 | 24
CUST0106 | ORD00125 | 2025-09-22 | 2026-05-21 | 241
CUST0106 | ORD00906 | 2026-05-21 | 2026-06-25 | 35
CUST0106 | ORD00897 | 2026-06-25 | None | None
CUST0107 | ORD00435 | 2024-03-19 | 2024-04-30 | 42
CUST0107 | ORD00820 | 2024-04-30 | 2026-05-08 | 738
CUST0107 | ORD00575 | 2026-05-08 | None | None
CUST0109 | ORD00196 | 2024-06-26 | 2025-05-17 | 325
CUST0109 | ORD00393 | 2025-05-17 | 2026-02-14 | 273
CUST0109 | ORD00995 | 2026-02-14 | 2026-06-14 | 120
CUST0109 | ORD00011 | 2026-06-14 | 2026-06-22 | 8
CUST0109 | ORD00809 | 2026-06-22 | None | None
CUST0110 | ORD00734 | 2024-01-09 | 2025-06-02 | 510
CUST0110 | ORD00974 | 2025-06-02 | None | None
CUST0111 | ORD00744 | 2024-02-02 | 2024-03-11 | 38
CUST0111 | ORD01074 | 2024-03-11 | 2025-08-18 | 525
CUST0111 | ORD00899 | 2025-08-18 | 2025-12-03 | 107
CUST0111 | ORD01123 | 2025-12-03 | None | None
CUST0112 | ORD00647 | 2024-09-15 | 2026-06-06 | 629
CUST0112 | ORD00089 | 2026-06-06 | 2026-07-15 | 39
CUST0112 | ORD00131 | 2026-07-15 | None | None
CUST0113 | ORD00793 | 2024-12-14 | 2025-05-21 | 158
CUST0113 | ORD00214 | 2025-05-21 | 2025-05-27 | 6
CUST0113 | ORD01108 | 2025-05-27 | 2025-12-01 | 188
CUST0113 | ORD00645 | 2025-12-01 | 2026-03-18 | 107
CUST0113 | ORD00300 | 2026-03-18 | 2026-06-02 | 76
CUST0113 | ORD00318 | 2026-06-02 | None | None
CUST0114 | ORD00436 | 2024-06-13 | 2024-09-02 | 81
CUST0114 | ORD00363 | 2024-09-02 | 2025-04-18 | 228
CUST0114 | ORD00038 | 2025-04-18 | 2025-08-17 | 121
CUST0114 | ORD00234 | 2025-08-17 | None | None
CUST0115 | ORD00289 | 2024-04-30 | 2024-05-18 | 18
CUST0115 | ORD00669 | 2024-05-18 | None | None
CUST0116 | ORD00799 | 2026-06-16 | None | None
CUST0117 | ORD01133 | 2024-03-01 | None | None
CUST0118 | ORD00487 | 2025-02-22 | None | None
CUST0119 | ORD00670 | 2026-06-08 | None | None
CUST0120 | ORD00251 | 2024-03-04 | None | None
CUST0121 | ORD00467 | 2025-07-31 | 2026-02-13 | 197
CUST0121 | ORD01007 | 2026-02-13 | None | None
CUST0122 | ORD00688 | 2025-01-09 | 2025-01-28 | 19
CUST0122 | ORD00291 | 2025-01-28 | 2025-03-23 | 54
CUST0122 | ORD01082 | 2025-03-23 | 2025-06-07 | 76
CUST0122 | ORD01073 | 2025-06-07 | None | None
CUST0123 | ORD00276 | 2025-08-02 | 2025-11-21 | 111
CUST0123 | ORD01088 | 2025-11-21 | None | None
CUST0124 | ORD00025 | 2024-12-18 | 2026-04-06 | 474
CUST0124 | ORD00478 | 2026-04-06 | None | None
CUST0125 | ORD00172 | 2024-07-05 | 2025-08-03 | 394
CUST0125 | ORD00915 | 2025-08-03 | None | None
CUST0126 | ORD00885 | 2024-06-15 | 2025-12-31 | 564
